336010,Rawalpindi,2008-05-17,Rawalpindi Stadium,0,Quetta Gladiators,Peshawar Zalmi,Quetta Gladiators,bat,Quetta Gladiators,runs,5,N,NA,Asad Rauf,IL Howell
336011,Peshawar,2008-05-07,Peshawar Stadium,0,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,field,Rajasthan Royals,wickets,8,N,NA,MR Benson,AM Saheba
336012,Multan,2010-03-20,Multan Stadium,0,Peshawar Zalmi,Islamabad United,Islamabad United,field,Islamabad United,wickets,9,N,NA,BF Bowden,AV Jayaprakash
336013,Quetta,2013-04-18,Quetta Stadium,0,Multan Sultans,Kings XI Punjab,Kings XI Punjab,field,Multan Sultans,runs,18,N,NA,AV Jayaprakash,BG Jerling
336014,Lahore,2013-04-07,Lahore Stadium,0,Deccan Chargers,Quetta Gladiators,Quetta Gladiators,bat,Quetta Gladiators,runs,23,N,NA,IL Howell,AM Saheba
336015,Peshawar,2013-04-07,Peshawar Stadium,0,Rajasthan Royals,Karachi Kings,Rajasthan Royals,field,Rajasthan Royals,wickets,3,N,NA,SJ Davis,RE Koertzen
336016,Peshawar,2012-05-19,Peshawar Stadium,0,Kings XI Punjab,Peshawar Zalmi,Peshawar Zalmi,bat,Kings XI Punjab,wickets,9,N,NA,BR Doctrove,I Shivram
336017,Rawalpindi,2012-05-09,Rawalpindi Stadium,0,Quetta Gladiators,Karachi Kings,Quetta Gladiators,bat,Quetta Gladiators,runs,23,N,NA,Asad Rauf,IL Howell
336018,Islamabad,2012-04-29,Islamabad Stadium,0,Islamabad United,Multan Sultans,Islamabad United,field,Islamabad United,wickets,9,N,NA,BR Doctrove,AM Saheba
336019,Peshawar,2010-03-20,Peshawar Stadium,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab,runs,41,N,NA,SJ Davis,K Hariharan
336020,Karachi,2012-04-17,Karachi Stadium,0,Karachi Kings,Deccan Chargers,Deccan Chargers,field,Karachi Kings,runs,12,N,NA,BG Jerling,GA Pratapkumar
336021,Islamabad,2012-04-10,Islamabad Stadium,0,Islamabad United,Quetta Gladiators,Islamabad United,field,Islamabad United,wickets,8,N,NA,BR Doctrove,DJ Harper
336022,Karachi,2011-05-25,Karachi Stadium,0,Karachi Kings,Kings XI Punjab,Karachi Kings,bat,Kings XI Punjab,runs,6,N,D/L,AV Jayaprakash,RE Koertzen
336023,Peshawar,2011-05-27,Peshawar Stadium,0,Rajasthan Royals,Peshawar Zalmi,Peshawar Zalmi,field,Rajasthan Royals,runs,65,N,NA,BF Bowden,SL Shastri
336024,Lahore,2011-05-14,Lahore Stadium,0,Deccan Chargers,Islamabad United,Deccan Chargers,field,Islamabad United,runs,25,N,NA,BR Doctrove,DJ Harper
336025,Rawalpindi,2011-05-15,Rawalpindi Stadium,0,Quetta Gladiators,Multan Sultans,Quetta Gladiators,bat,Multan Sultans,runs,3,N,D/L,Asad Rauf,K Hariharan
336026,Multan,2011-05-07,Multan Stadium,0,Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,5,N,NA,SJ Davis,GA Pratapkumar
336027,Rawalpindi,2011-04-19,Rawalpindi Stadium,0,Quetta Gladiators,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6,N,NA,BG Jerling,RE Koertzen
336028,Islamabad,2011-04-11,Islamabad Stadium,0,Islamabad United,Kings XI Punjab,Islamabad United,field,Kings XI Punjab,runs,1,N,NA,BF Bowden,GA Pratapkumar
336029,Quetta,2011-04-12,Quetta Stadium,0,Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,bat,Peshawar Zalmi,runs,14,N,NA,DJ Harper,I Shivram
336031,Peshawar,2010-04-11,Peshawar Stadium,0,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,field,Kings XI Punjab,wickets,6,N,NA,Asad Rauf,SJ Davis
336032,Karachi,2010-04-07,Karachi Stadium,0,Karachi Kings,Islamabad United,Karachi Kings,field,Karachi Kings,wickets,5,N,NA,BF Bowden,K Hariharan
336033,Quetta,2010-04-07,Quetta Stadium,0,Multan Sultans,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,10,N,NA,DJ Harper,SL Shastri
336034,Multan,2010-03-17,Multan Stadium,0,Peshawar Zalmi,Deccan Chargers,Deccan Chargers,field,Peshawar Zalmi,runs,3,N,NA,BR Doctrove,SL Shastri
336035,Rawalpindi,2010-04-01,Rawalpindi Stadium,0,Quetta Gladiators,Kings XI Punjab,Kings XI Punjab,bat,Quetta Gladiators,wickets,3,N,NA,SJ Davis,I Shivram
336036,Peshawar,2010-03-27,Peshawar Stadium,0,Rajasthan Royals,Islamabad United,Rajasthan Royals,field,Rajasthan Royals,wickets,5,N,NA,BF Bowden,K Hariharan
336037,Lahore,2010-03-25,Lahore Stadium,0,Deccan Chargers,Multan Sultans,Deccan Chargers,bat,Multan Sultans,wickets,7,N,NA,BG Jerling,AM Saheba
336038,Islamabad,2009-05-20,Islamabad Stadium,0,Karachi Kings,Rajasthan Royals,Karachi Kings,field,Rajasthan Royals,runs,105,N,NA,BF Bowden,RE Koertzen
336039,Islamabad,2009-05-18,Islamabad Stadium,0,Multan Sultans,Kings XI Punjab,Kings XI Punjab,bat,Multan Sultans,wickets,9,N,NA,Asad Rauf,DJ Harper
336040,Islamabad,2008-04-27,Islamabad Stadium,0,Multan Sultans,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3,N,NA,BF Bowden,RE Koertzen
392181,Cape Town,2017-05-04,Newlands,1,Multan Sultans,Islamabad United,Multan Sultans,field,Islamabad United,runs,19,N,NA,BR Doctrove,K Hariharan
392182,Cape Town,2017-05-05,Newlands,1,Peshawar Zalmi,Rajasthan Royals,Peshawar Zalmi,bat,Peshawar Zalmi,runs,75,N,NA,BR Doctrove,RB Tiffin
392183,Cape Town,2017-04-22,Newlands,1,Karachi Kings,Kings XI Punjab,Karachi Kings,field,Karachi Kings,wickets,10,N,D/L,MR Benson,SD Ranade
392184,Cape Town,2017-04-22,Newlands,1,Deccan Chargers,Quetta Gladiators,Quetta Gladiators,bat,Deccan Chargers,wickets,8,N,NA,MR Benson,BR Doctrove
392185,Port Elizabeth,2017-04-09,St George's Park,1,Peshawar Zalmi,Multan Sultans,Multan Sultans,bat,Multan Sultans,runs,92,N,NA,BG Jerling,SJA Taufel
392186,Durban,2016-05-20,Kingsmead,1,Kings XI Punjab,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,runs,11,N,D/L,DJ Harper,SD Ranade
392188,Cape Town,2016-05-07,Newlands,1,Peshawar Zalmi,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,24,N,NA,M Erasmus,AM Saheba
392189,Durban,2016-04-23,Kingsmead,1,Multan Sultans,Karachi Kings,Karachi Kings,bat,Karachi Kings,runs,9,N,NA,BR Doctrove,SJA Taufel
392190,Cape Town,2016-04-24,Newlands,1,Quetta Gladiators,Rajasthan Royals,Quetta Gladiators,field,Rajasthan Royals,tie,NA,Y,NA,MR Benson,M Erasmus
392191,Durban,2016-04-12,Kingsmead,1,Peshawar Zalmi,Kings XI Punjab,Peshawar Zalmi,bat,Kings XI Punjab,wickets,7,N,NA,BR Doctrove,TH Wijewardene
392192,Durban,2015-05-13,Kingsmead,1,Deccan Chargers,Islamabad United,Deccan Chargers,bat,Deccan Chargers,runs,12,N,NA,HDPK Dharmasena,SJA Taufel
392194,Port Elizabeth,2015-05-02,St George's Park,1,Peshawar Zalmi,Karachi Kings,Peshawar Zalmi,bat,Karachi Kings,wickets,6,N,NA,S Asnani,BG Jerling
392195,Cape Town,2015-05-03,Newlands,1,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,Kings XI Punjab,runs,27,N,NA,M Erasmus,K Hariharan
392196,Durban,2015-04-22,Kingsmead,1,Multan Sultans,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,6,N,NA,IL Howell,TH Wijewardene
392197,Port Elizabeth,2015-04-22,St George's Park,1,Quetta Gladiators,Islamabad United,Islamabad United,bat,Islamabad United,runs,92,N,NA,BG Jerling,RB Tiffin
392198,Centurion,2015-04-12,SuperSport Park,1,Karachi Kings,Rajasthan Royals,Karachi Kings,bat,Rajasthan Royals,wickets,5,N,NA,GAV Baxter,RE Koertzen
392199,Durban,2014-05-22,Kingsmead,1,Peshawar Zalmi,Quetta Gladiators,Quetta Gladiators,bat,Peshawar Zalmi,wickets,5,N,NA,MR Benson,TH Wijewardene
392200,Durban,2014-05-23,Kingsmead,1,Kings XI Punjab,Islamabad United,Kings XI Punjab,bat,Kings XI Punjab,runs,3,N,NA,MR Benson,SL Shastri
392201,Centurion,2014-05-07,SuperSport Park,1,Deccan Chargers,Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,6,N,NA,GAV Baxter,AM Saheba
392202,Centurion,2014-05-08,SuperSport Park,1,Multan Sultans,Rajasthan Royals,Rajasthan Royals,field,Multan Sultans,runs,38,N,NA,GAV Baxter,RE Koertzen
392203,East London,2013-04-28,Buffalo Park,1,Quetta Gladiators,Islamabad United,Islamabad United,bat,Islamabad United,runs,9,N,NA,M Erasmus,SK Tarapore
392204,Durban,2013-04-29,Kingsmead,1,Peshawar Zalmi,Kings XI Punjab,Peshawar Zalmi,bat,Peshawar Zalmi,runs,8,N,NA,HDPK Dharmasena,S Ravi
392205,Port Elizabeth,2011-04-28,St George's Park,1,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Rajasthan Royals,wickets,3,N,NA,S Asnani,BG Jerling
392206,Johannesburg,2011-04-29,New Wanderers Stadium,1,Multan Sultans,Karachi Kings,Karachi Kings,field,Multan Sultans,runs,18,N,NA,DJ Harper,RE Koertzen
392207,Port Elizabeth,2010-03-15,St George's Park,1,Kings XI Punjab,Quetta Gladiators,Quetta Gladiators,bat,Kings XI Punjab,wickets,6,N,NA,S Asnani,MR Benson
392208,Johannesburg,2010-03-16,New Wanderers Stadium,1,Peshawar Zalmi,Islamabad United,Islamabad United,bat,Peshawar Zalmi,wickets,9,N,NA,RE Koertzen,TH Wijewardene
392209,East London,2009-05-16,Buffalo Park,1,Multan Sultans,Deccan Chargers,Multan Sultans,bat,Multan Sultans,runs,78,N,NA,BR Doctrove,M Erasmus
392210,Durban,2009-05-07,Kingsmead,1,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Rajasthan Royals,runs,78,N,NA,SS Hazare,IL Howell
392211,Durban,2009-05-07,Kingsmead,1,Karachi Kings,Quetta Gladiators,Quetta Gladiators,bat,Karachi Kings,wickets,9,N,NA,GAV Baxter,IL Howell
392212,Centurion,2009-04-27,SuperSport Park,1,Deccan Chargers,Islamabad United,Deccan Chargers,bat,Deccan Chargers,runs,19,N,NA,MR Benson,HDPK Dharmasena
392213,Centurion,2008-06-01,SuperSport Park,1,Peshawar Zalmi,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7,N,NA,K Hariharan,DJ Harper
392214,Centurion,2009-04-18,SuperSport Park,1,Multan Sultans,Kings XI Punjab,Multan Sultans,bat,Multan Sultans,runs,12,N,D/L,DJ Harper,TH Wijewardene
392215,East London,2008-05-16,Buffalo Park,1,Karachi Kings,Islamabad United,Islamabad United,bat,Karachi Kings,wickets,7,N,NA,M Erasmus,SK Tarapore
392216,Kimberley,2008-05-05,De Beers Diamond Oval,1,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,3,N,NA,GAV Baxter,AM Saheba
392217,Kimberley,2008-05-06,De Beers Diamond Oval,1,Multan Sultans,Rajasthan Royals,Rajasthan Royals,bat,Multan Sultans,wickets,7,N,NA,GAV Baxter,HDPK Dharmasena
392218,Port Elizabeth,2013-04-17,St George's Park,1,Peshawar Zalmi,Islamabad United,Islamabad United,bat,Islamabad United,runs,16,N,NA,BR Doctrove,BG Jerling
392219,Johannesburg,2013-04-17,New Wanderers Stadium,1,Karachi Kings,Quetta Gladiators,Karachi Kings,field,Karachi Kings,wickets,7,N,NA,SL Shastri,RB Tiffin
392220,Kimberley,2013-04-06,De Beers Diamond Oval,1,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Deccan Chargers,runs,53,N,NA,GAV Baxter,HDPK Dharmasena
392221,Centurion,2012-05-18,SuperSport Park,1,Peshawar Zalmi,Quetta Gladiators,Peshawar Zalmi,field,Peshawar Zalmi,wickets,6,N,NA,M Erasmus,SS Hazare
392222,Centurion,2012-05-19,SuperSport Park,1,Kings XI Punjab,Islamabad United,Kings XI Punjab,bat,Islamabad United,wickets,8,N,NA,SS Hazare,RE Koertzen
392223,Durban,2012-05-08,Kingsmead,1,Deccan Chargers,Karachi Kings,Deccan Chargers,field,Karachi Kings,runs,12,N,NA,DJ Harper,SL Shastri
392224,Durban,2012-04-28,Kingsmead,1,Peshawar Zalmi,Multan Sultans,Multan Sultans,bat,Peshawar Zalmi,wickets,2,N,NA,BR Doctrove,DJ Harper
392225,Durban,2012-04-29,Kingsmead,1,Islamabad United,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,2,N,NA,BR Doctrove,DJ Harper
392226,Bloemfontein,2012-04-17,OUTsurance Oval,1,Karachi Kings,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,6,N,NA,HDPK Dharmasena,IL Howell
392227,Port Elizabeth,2012-04-08,St George's Park,1,Multan Sultans,Islamabad United,Islamabad United,bat,Multan Sultans,wickets,7,N,NA,SK Tarapore,SJA Taufel
392228,Johannesburg,2012-04-09,New Wanderers Stadium,1,Deccan Chargers,Quetta Gladiators,Deccan Chargers,field,Deccan Chargers,wickets,6,N,NA,RE Koertzen,S Ravi
392229,Johannesburg,2011-05-22,New Wanderers Stadium,1,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,Kings XI Punjab,runs,1,N,NA,S Ravi,RB Tiffin
392230,Bloemfontein,2011-05-24,OUTsurance Oval,1,Karachi Kings,Rajasthan Royals,Karachi Kings,bat,Karachi Kings,runs,14,N,NA,SS Hazare,IL Howell
392231,Centurion,2011-05-14,SuperSport Park,1,Multan Sultans,Quetta Gladiators,Multan Sultans,bat,Quetta Gladiators,wickets,7,N,NA,SJA Taufel,RB Tiffin
392232,Johannesburg,2011-05-07,New Wanderers Stadium,1,Peshawar Zalmi,Karachi Kings,Karachi Kings,bat,Peshawar Zalmi,wickets,7,N,NA,IL Howell,RB Tiffin
392233,Durban,2011-04-17,Kingsmead,1,Quetta Gladiators,Rajasthan Royals,Quetta Gladiators,field,Quetta Gladiators,wickets,4,N,NA,BG Jerling,SJA Taufel
392234,Durban,2011-04-18,Kingsmead,1,Multan Sultans,Kings XI Punjab,Multan Sultans,bat,Multan Sultans,runs,24,N,NA,BG Jerling,SJA Taufel
392235,Centurion,2011-04-10,SuperSport Park,1,Karachi Kings,Islamabad United,Karachi Kings,field,Karachi Kings,wickets,4,N,NA,IL Howell,S Ravi
392236,Centurion,2011-04-10,SuperSport Park,1,Peshawar Zalmi,Deccan Chargers,Peshawar Zalmi,bat,Peshawar Zalmi,runs,12,N,NA,IL Howell,S Ravi
392237,Centurion,2010-04-19,SuperSport Park,1,Karachi Kings,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,6,N,NA,BR Doctrove,DJ Harper
392238,Johannesburg,2010-04-11,New Wanderers Stadium,1,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,field,Peshawar Zalmi,wickets,6,N,NA,RE Koertzen,SJA Taufel
392239,Johannesburg,2010-04-06,New Wanderers Stadium,1,Peshawar Zalmi,Deccan Chargers,Peshawar Zalmi,field,Deccan Chargers,runs,6,N,NA,RE Koertzen,SJA Taufel
419106,Islamabad,2020-10-01,Islamabad Stadium,0,Deccan Chargers,Quetta Gladiators,Deccan Chargers,field,Quetta Gladiators,runs,11,N,NA,RE Koertzen,RB Tiffin
419107,Islamabad,2020-10-07,Islamabad Stadium,0,Islamabad United,Rajasthan Royals,Islamabad United,bat,Islamabad United,runs,4,N,NA,RE Koertzen,RB Tiffin
419108,Peshawar,2020-10-31,Peshawar Stadium,0,Kings XI Punjab,Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,5,N,NA,BR Doctrove,S Ravi
419109,Rawalpindi,2020-10-28,Rawalpindi Stadium,0,Quetta Gladiators,Peshawar Zalmi,Quetta Gladiators,field,Quetta Gladiators,wickets,7,N,NA,HDPK Dharmasena,AM Saheba
419110,Quetta,2020-10-09,Quetta Stadium,0,Multan Sultans,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,31,N,NA,K Hariharan,DJ Harper
419111,Sialkot,2020-10-24,Sialkot Stadium,0,Rajasthan Royals,Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,6,N,NA,BG Jerling,RE Koertzen
419112,Multan,2020-09-22,Multan Stadium,0,Peshawar Zalmi,Kings XI Punjab,Kings XI Punjab,bat,Peshawar Zalmi,wickets,8,N,NA,S Das,DJ Harper
419113,Rawalpindi,2020-10-24,Rawalpindi Stadium,0,Quetta Gladiators,Multan Sultans,Multan Sultans,bat,Multan Sultans,runs,55,N,NA,HDPK Dharmasena,AM Saheba
419114,Karachi,2020-11-03,Karachi Stadium,0,Karachi Kings,Islamabad United,Karachi Kings,field,Islamabad United,runs,98,N,NA,BR Doctrove,SK Tarapore
419115,Multan,2020-10-21,Multan Stadium,0,Peshawar Zalmi,Rajasthan Royals,Peshawar Zalmi,field,Peshawar Zalmi,wickets,10,N,NA,K Hariharan,DJ Harper
419116,Karachi,2020-09-19,Karachi Stadium,0,Karachi Kings,Multan Sultans,Karachi Kings,bat,Multan Sultans,wickets,5,N,NA,BR Doctrove,SK Tarapore
419117,Cuttack,2020-09-20,Barabati Stadium,0,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Deccan Chargers,runs,6,N,NA,BF Bowden,M Erasmus
419118,Sialkot,2019-05-10,Sialkot Stadium,0,Rajasthan Royals,Quetta Gladiators,Rajasthan Royals,bat,Rajasthan Royals,runs,34,N,NA,RE Koertzen,RB Tiffin
419119,Islamabad,2019-05-12,Islamabad Stadium,0,Islamabad United,Peshawar Zalmi,Islamabad United,bat,Peshawar Zalmi,wickets,7,N,NA,HDPK Dharmasena,SS Hazare
419120,Cuttack,2019-05-07,Barabati Stadium,0,Deccan Chargers,Karachi Kings,Deccan Chargers,bat,Deccan Chargers,runs,10,N,NA,BF Bowden,M Erasmus
419121,Quetta,2019-05-08,Quetta Stadium,0,Multan Sultans,Kings XI Punjab,Multan Sultans,field,Kings XI Punjab,tie,NA,Y,NA,K Hariharan,DJ Harper
419122,Islamabad,2019-05-05,Islamabad Stadium,0,Islamabad United,Quetta Gladiators,Quetta Gladiators,bat,Islamabad United,wickets,7,N,NA,SS Hazare,SJA Taufel
419123,Multan,2019-05-05,Multan Stadium,0,Peshawar Zalmi,Multan Sultans,Multan Sultans,field,Peshawar Zalmi,runs,36,N,NA,RE Koertzen,RB Tiffin
419124,Peshawar,2019-05-04,Peshawar Stadium,0,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Rajasthan Royals,runs,31,N,NA,BR Doctrove,SK Tarapore
419125,Islamabad,2019-04-30,Islamabad Stadium,0,Islamabad United,Multan Sultans,Islamabad United,field,Islamabad United,wickets,5,N,NA,BF Bowden,AM Saheba
419126,Sialkot,2019-04-28,Sialkot Stadium,0,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,Rajasthan Royals,wickets,8,N,NA,HDPK Dharmasena,SJA Taufel
419127,Peshawar,2019-04-27,Peshawar Stadium,0,Kings XI Punjab,Quetta Gladiators,Quetta Gladiators,bat,Quetta Gladiators,runs,39,N,NA,BR Doctrove,S Ravi
419128,Multan,2019-05-01,Multan Stadium,0,Peshawar Zalmi,Karachi Kings,Peshawar Zalmi,field,Karachi Kings,runs,17,N,NA,BG Jerling,RE Koertzen
419129,Sialkot,2019-04-24,Sialkot Stadium,0,Rajasthan Royals,Multan Sultans,Rajasthan Royals,bat,Rajasthan Royals,runs,17,N,NA,SS Hazare,SJA Taufel
419130,Islamabad,2019-04-25,Islamabad Stadium,0,Deccan Chargers,Islamabad United,Deccan Chargers,field,Islamabad United,runs,41,N,NA,S Das,K Hariharan
419131,Karachi,2019-04-22,Karachi Stadium,0,Karachi Kings,Quetta Gladiators,Karachi Kings,bat,Karachi Kings,runs,40,N,NA,SS Hazare,SJA Taufel
419132,Islamabad,2019-04-21,Islamabad Stadium,0,Islamabad United,Kings XI Punjab,Islamabad United,field,Islamabad United,wickets,4,N,NA,BR Doctrove,SK Tarapore
419133,Quetta,2019-04-18,Quetta Stadium,0,Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,bat,Multan Sultans,wickets,5,N,NA,BG Jerling,RE Koertzen
419134,Karachi,2019-04-19,Karachi Stadium,0,Karachi Kings,Rajasthan Royals,Karachi Kings,bat,Karachi Kings,runs,67,N,NA,HDPK Dharmasena,SJA Taufel
419135,Rawalpindi,2019-04-15,Rawalpindi Stadium,0,Quetta Gladiators,Deccan Chargers,Quetta Gladiators,bat,Quetta Gladiators,runs,24,N,NA,K Hariharan,DJ Harper
419136,Peshawar,2017-04-12,Peshawar Stadium,0,Kings XI Punjab,Peshawar Zalmi,Kings XI Punjab,bat,Peshawar Zalmi,wickets,6,N,NA,BF Bowden,M Erasmus
419137,Quetta,2014-05-11,Quetta Stadium,0,Multan Sultans,Rajasthan Royals,Multan Sultans,bat,Multan Sultans,runs,23,N,NA,RE Koertzen,RB Tiffin
419138,Islamabad,2014-05-11,Islamabad Stadium,0,Islamabad United,Deccan Chargers,Islamabad United,bat,Islamabad United,runs,63,N,NA,BR Doctrove,S Ravi
419139,Rawalpindi,2014-04-26,Rawalpindi Stadium,0,Quetta Gladiators,Kings XI Punjab,Quetta Gladiators,bat,Kings XI Punjab,wickets,8,N,NA,S Asnani,DJ Harper
419140,Karachi,2014-04-27,Karachi Stadium,0,Karachi Kings,Peshawar Zalmi,Karachi Kings,bat,Karachi Kings,runs,37,N,NA,BF Bowden,M Erasmus
419141,Sialkot,2014-04-24,Sialkot Stadium,0,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,2,N,NA,HDPK Dharmasena,SJA Taufel
419142,Quetta,2014-04-19,Quetta Stadium,0,Multan Sultans,Islamabad United,Multan Sultans,bat,Multan Sultans,runs,24,N,NA,S Asnani,DJ Harper
419143,Peshawar,2013-05-21,Peshawar Stadium,0,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,bat,Rajasthan Royals,wickets,9,N,NA,S Ravi,SK Tarapore
